tokenizer,backbone,total_tokens,n,acc,acc_std,avg_len,avg_len_std,p95_len,p95_len_std,distortion_hat,distortion_hat_std,p95_latency_ms,p95_latency_ms_std,params_m,params_m_std
Unigram,mini,10000000,3,0.8409594977309175,0.0029103494232149145,232.98727266523358,0.0621208493913767,245.33333333333334,0.5773502691896257,0.34463304276428847,0.04914605227784607,4.034325281778972,1.1773566069206856,3.815426,0.0
Unigram,mini,2000000,3,0.8259118981813218,0.002999009764091645,232.98727266523358,0.0621208493913767,245.33333333333334,0.5773502691896257,0.34463304276428847,0.04914605227784607,4.033226648966472,1.1993268740195087,3.815426,0.0
Unigram,mini,5000000,3,0.8306206708294946,0.014315440273193203,232.98727266523358,0.0621208493913767,245.33333333333334,0.5773502691896257,0.3458383848459626,0.05016865992185196,4.050261418024699,1.2196478281003689,3.815426,0.0
Unigram,small,1000000,3,0.7749343160337121,0.020924824582854603,232.98727266523358,0.0621208493913767,245.33333333333334,0.5773502691896257,0.34463304276428847,0.04914605227784607,10.579285303751627,3.9195002351908887,11.631362,0.0
Unigram,small,10000000,3,0.793803528167332,0.02875559332179073,232.98727266523358,0.0621208493913767,245.33333333333334,0.5773502691896257,0.34463304276428847,0.04914605227784607,10.609322706858316,3.839628829154712,11.631362,0.0
Unigram,small,2000000,3,0.8160507728529021,0.011499060543419221,232.98727266523358,0.0621208493913767,245.33333333333334,0.5773502691896257,0.34463304276428847,0.04914605227784607,10.597301483154297,3.923729693025003,11.631362,0.0
Unigram,small,5000000,3,0.779950182550244,0.0182359446302454,232.98727266523358,0.0621208493913767,245.33333333333334,0.5773502691896257,0.3458383848459626,0.05016865992185196,10.574527899424234,3.9028905989995173,11.631362,0.0
WordPiece,mini,1000000,3,0.8352953219367386,0.00498443190661881,106.45129150032416,0.015853082367138192,112.0,0.0,0.16880693486462306,0.01656434079863022,1.4663679997126262,0.14225494249989526,3.815426,0.0
WordPiece,mini,10000000,3,0.8508547446002661,0.0022636241567710043,106.45129150032416,0.015853082367138192,112.0,0.0,0.16898102421790334,0.015648777679878913,1.4810239871342976,0.1137624533405848,3.815426,0.0
WordPiece,mini,2000000,3,0.8409594977309175,0.0005998019528183157,106.45013136793257,0.016823442274096125,112.0,0.0,0.16906755780988814,0.015419573879639176,1.4721706708272297,0.1462862882337128,3.815426,0.0
WordPiece,mini,5000000,3,0.847817927457604,0.00281890190771121,106.45129150032416,0.015853082367138192,112.0,0.0,0.16891245335423344,0.01529283791001055,1.4625706672668457,0.10382689187618954,3.815426,0.0
WordPiece,small,1000000,3,0.7851366567714197,0.050767899533504246,106.45129150032416,0.015853082367138192,112.0,0.0,0.16880693486462306,0.01656434079863022,4.506058692932129,1.2876321512729938,11.631362,0.0
WordPiece,small,10000000,3,0.780427884123247,0.017787013058225817,106.45129150032416,0.015853082367138192,112.0,0.0,0.16898102421790334,0.015648777679878913,4.552448034286499,1.3121171009981318,11.631362,0.0
WordPiece,small,2000000,3,0.8327020848261507,0.01832136114825639,106.45013136793257,0.016823442274096125,112.0,0.0,0.16906755780988814,0.015419573879639176,4.513770580291748,1.2851575260290138,11.631362,0.0
WordPiece,small,5000000,3,0.8061896475244822,0.039438996026911005,106.45129150032416,0.015853082367138192,112.0,0.0,0.16891245335423344,0.01529283791001055,4.5770026842753095,1.3844685152408711,11.631362,0.0
